"SurveyResponseID","AnswerNumber","CycleOwnership"
3590156,76,"Hire a bike in NZ"
3627517,65,"Hire a bike in NZ"
3627538,71,"Hire a bike in NZ"
3627552,57,"Hire a bike in NZ"
3627556,59,"Hire a bike in NZ"
3627560,86,"Hire a bike in NZ"
3627569,63,"Hire a bike in NZ"
3627573,65,"Hire a bike in NZ"
3627580,59,"Hire a bike in NZ"
3627583,61,"Hire a bike in NZ"
3627587,84,"Hire a bike in NZ"
3590084,88,"Hire a bike in NZ"
3592394,114,"Hire a bike in NZ"
3592401,87,"Hire a bike in NZ"
3592404,67,"Hire a bike in NZ"
3592323,64,"Hire a bike in NZ"
3592325,138,"Hire a bike in NZ"
3592358,108,"Hire a bike in NZ"
3592376,119,"Hire a bike in NZ"
3592039,106,"Hire a bike in NZ"
3592050,59,"Hire a bike in NZ"
3592063,97,"Hire a bike in NZ"
3592085,71,"Hire a bike in NZ"
3592109,57,"Hire a bike in NZ"
3592119,66,"Hire a bike in NZ"
3592128,77,"Hire a bike in NZ"
3591644,68,"Hire a bike in NZ"
3591654,71,"Hire a bike in NZ"
3591633,66,"Hire a bike in NZ"
3591603,82,"Hire a bike in NZ"
3591607,96,"Hire a bike in NZ"
3591521,103,"Hire a bike in NZ"
3591526,94,"Hire a bike in NZ"
3591533,92,"Hire a bike in NZ"
3591538,69,"Hire a bike in NZ"
3591539,87,"Hire a bike in NZ"
3591549,100,"Hire a bike in NZ"
3591557,80,"Hire a bike in NZ"
3591573,81,"Hire a bike in NZ"
3587791,67,"Hire a bike in NZ"
3587624,98,"Hire a bike in NZ"
3587632,103,"Hire a bike in NZ"
3590351,82,"Hire a bike in NZ"
3590383,82,"Hire a bike in NZ"
3591436,101,"Hire a bike in NZ"
3591446,71,"Hire a bike in NZ"
3591474,74,"Hire a bike in NZ"
3591499,67,"Hire a bike in NZ"
3591503,84,"Hire a bike in NZ"
3587749,94,"Hire a bike in NZ"
3587755,78,"Hire a bike in NZ"
3587765,90,"Hire a bike in NZ"
3587676,69,"Hire a bike in NZ"
3587677,57,"Hire a bike in NZ"
3587714,75,"Hire a bike in NZ"
3587721,61,"Hire a bike in NZ"
3587618,90,"Hire a bike in NZ"
3587390,116,"Hire a bike in NZ"
3587468,83,"Hire a bike in NZ"
3587190,76,"Hire a bike in NZ"
3587258,62,"Hire a bike in NZ"
3587332,105,"Hire a bike in NZ"
3587417,87,"Hire a bike in NZ"
3587491,56,"Hire a bike in NZ"
3587499,113,"Hire a bike in NZ"
3587504,72,"Hire a bike in NZ"
3587505,66,"Hire a bike in NZ"
3587529,72,"Hire a bike in NZ"
3587538,63,"Hire a bike in NZ"
3587575,70,"Hire a bike in NZ"
3587029,89,"Hire a bike in NZ"
3587035,80,"Hire a bike in NZ"
3586948,75,"Hire a bike in NZ"
3587064,79,"Hire a bike in NZ"
3586897,84,"Hire a bike in NZ"
3586928,66,"Hire a bike in NZ"
3586938,66,"Hire a bike in NZ"
3586981,93,"Hire a bike in NZ"
3586991,83,"Hire a bike in NZ"
3586624,60,"Hire a bike in NZ"
3586695,81,"Hire a bike in NZ"
3586727,61,"Hire a bike in NZ"
3586764,65,"Hire a bike in NZ"
3586880,80,"Hire a bike in NZ"
3586882,59,"Hire a bike in NZ"
3586154,116,"Hire a bike in NZ"
3586201,92,"Hire a bike in NZ"
3586262,61,"Hire a bike in NZ"
3586336,69,"Hire a bike in NZ"
3586344,77,"Hire a bike in NZ"
3586350,104,"Hire a bike in NZ"
3586388,118,"Hire a bike in NZ"
3586363,81,"Hire a bike in NZ"
3586370,72,"Hire a bike in NZ"
3586422,92,"Hire a bike in NZ"
3586431,118,"Hire a bike in NZ"
3586453,79,"Hire a bike in NZ"
3586467,64,"Hire a bike in NZ"
3586534,82,"Hire a bike in NZ"
3586562,82,"Hire a bike in NZ"
3586564,64,"Hire a bike in NZ"
3586574,73,"Hire a bike in NZ"
3586591,62,"Hire a bike in NZ"
3586596,71,"Hire a bike in NZ"
3586602,92,"Hire a bike in NZ"
3585632,85,"Hire a bike in NZ"
3585654,61,"Hire a bike in NZ"
3585655,99,"Hire a bike in NZ"
3585615,95,"Hire a bike in NZ"
3585629,103,"Hire a bike in NZ"
3585578,61,"Hire a bike in NZ"
3585579,60,"Hire a bike in NZ"
3585598,70,"Hire a bike in NZ"
3585602,66,"Hire a bike in NZ"
3585609,100,"Hire a bike in NZ"
3585671,82,"Hire a bike in NZ"
3585687,99,"Hire a bike in NZ"
3585694,112,"Hire a bike in NZ"
3585708,118,"Hire a bike in NZ"
3585723,68,"Hire a bike in NZ"
3585739,60,"Hire a bike in NZ"
3585753,77,"Hire a bike in NZ"
3585757,80,"Hire a bike in NZ"
3585760,64,"Hire a bike in NZ"
3585770,63,"Hire a bike in NZ"
3585774,136,"Hire a bike in NZ"
3585798,63,"Hire a bike in NZ"
3585832,68,"Hire a bike in NZ"
3585837,105,"Hire a bike in NZ"
3585842,88,"Hire a bike in NZ"
3585843,73,"Hire a bike in NZ"
3585872,117,"Hire a bike in NZ"
3585893,101,"Hire a bike in NZ"
3585928,92,"Hire a bike in NZ"
3585929,54,"Hire a bike in NZ"
3585948,99,"Hire a bike in NZ"
3585994,94,"Hire a bike in NZ"
3585996,111,"Hire a bike in NZ"
3586006,108,"Hire a bike in NZ"
3586030,113,"Hire a bike in NZ"
3586032,117,"Hire a bike in NZ"
3586092,99,"Hire a bike in NZ"
3586112,62,"Hire a bike in NZ"
3586142,95,"Hire a bike in NZ"
3584972,91,"Hire a bike in NZ"
3585064,85,"Hire a bike in NZ"
3585070,66,"Hire a bike in NZ"
3585031,61,"Hire a bike in NZ"
3585036,88,"Hire a bike in NZ"
3585037,67,"Hire a bike in NZ"
3585050,76,"Hire a bike in NZ"
3584841,86,"Hire a bike in NZ"
3584855,91,"Hire a bike in NZ"
3584880,111,"Hire a bike in NZ"
3584893,66,"Hire a bike in NZ"
3584895,70,"Hire a bike in NZ"
3584901,82,"Hire a bike in NZ"
3584934,65,"Hire a bike in NZ"
3584981,72,"Hire a bike in NZ"
3584982,110,"Hire a bike in NZ"
3584996,106,"Hire a bike in NZ"
3585096,67,"Hire a bike in NZ"
3585160,82,"Hire a bike in NZ"
3585163,82,"Hire a bike in NZ"
3585173,107,"Hire a bike in NZ"
3585184,92,"Hire a bike in NZ"
3585186,116,"Hire a bike in NZ"
3585218,73,"Hire a bike in NZ"
3585237,88,"Hire a bike in NZ"
3585190,62,"Hire a bike in NZ"
3585243,78,"Hire a bike in NZ"
3585265,93,"Hire a bike in NZ"
3585324,98,"Hire a bike in NZ"
3585340,94,"Hire a bike in NZ"
3585382,90,"Hire a bike in NZ"
3585402,64,"Hire a bike in NZ"
3585436,122,"Hire a bike in NZ"
3585441,103,"Hire a bike in NZ"
3585459,94,"Hire a bike in NZ"
3585493,104,"Hire a bike in NZ"
3585499,88,"Hire a bike in NZ"
3584665,67,"Hire a bike in NZ"
3584685,92,"Hire a bike in NZ"
3584602,125,"Hire a bike in NZ"
3584657,89,"Hire a bike in NZ"
3584479,72,"Hire a bike in NZ"
3584508,110,"Hire a bike in NZ"
3584515,70,"Hire a bike in NZ"
3584573,77,"Hire a bike in NZ"
3584611,72,"Hire a bike in NZ"
3584616,62,"Hire a bike in NZ"
3584632,77,"Hire a bike in NZ"
3584714,62,"Hire a bike in NZ"
3584727,80,"Hire a bike in NZ"
3584753,85,"Hire a bike in NZ"
3584790,117,"Hire a bike in NZ"
3584793,91,"Hire a bike in NZ"
3584820,54,"Hire a bike in NZ"
3584822,78,"Hire a bike in NZ"
3584835,87,"Hire a bike in NZ"
3584533,72,"Hire a bike in NZ"
3584546,89,"Hire a bike in NZ"
3584556,108,"Hire a bike in NZ"
3584467,98,"Hire a bike in NZ"
3584432,100,"Hire a bike in NZ"
3584434,85,"Hire a bike in NZ"
3584315,94,"Hire a bike in NZ"
3584319,73,"Hire a bike in NZ"
3584325,84,"Hire a bike in NZ"
3584326,100,"Hire a bike in NZ"
3584359,79,"Hire a bike in NZ"
3584294,73,"Hire a bike in NZ"
3584300,65,"Hire a bike in NZ"
3584275,84,"Hire a bike in NZ"
3584282,116,"Hire a bike in NZ"
3584285,91,"Hire a bike in NZ"
3583957,96,"Hire a bike in NZ"
3584262,95,"Hire a bike in NZ"
3584272,57,"Hire a bike in NZ"
3583982,92,"Hire a bike in NZ"
3583989,107,"Hire a bike in NZ"
3584014,63,"Hire a bike in NZ"
3584016,75,"Hire a bike in NZ"
3584047,103,"Hire a bike in NZ"
3583899,87,"Hire a bike in NZ"
3583900,97,"Hire a bike in NZ"
3584096,76,"Hire a bike in NZ"
3584067,146,"Hire a bike in NZ"
3584068,103,"Hire a bike in NZ"
3584070,84,"Hire a bike in NZ"
3584079,75,"Hire a bike in NZ"
3584084,65,"Hire a bike in NZ"
3584087,55,"Hire a bike in NZ"
3584091,77,"Hire a bike in NZ"
3584099,71,"Hire a bike in NZ"
3584103,100,"Hire a bike in NZ"
3584105,76,"Hire a bike in NZ"
3584109,57,"Hire a bike in NZ"
3584179,93,"Hire a bike in NZ"
3584184,83,"Hire a bike in NZ"
3584186,73,"Hire a bike in NZ"
3584202,78,"Hire a bike in NZ"
3584206,78,"Hire a bike in NZ"
3584208,85,"Hire a bike in NZ"
3584235,95,"Hire a bike in NZ"
3584240,120,"Hire a bike in NZ"
3584246,112,"Hire a bike in NZ"
3583253,77,"Hire a bike in NZ"
3583842,62,"Hire a bike in NZ"
3583865,83,"Hire a bike in NZ"
3583881,75,"Hire a bike in NZ"
3583918,72,"Hire a bike in NZ"
3583919,63,"Hire a bike in NZ"
3583926,78,"Hire a bike in NZ"
3583928,71,"Hire a bike in NZ"
3583935,95,"Hire a bike in NZ"
3583938,61,"Hire a bike in NZ"
3583945,67,"Hire a bike in NZ"
3583809,93,"Hire a bike in NZ"
3583763,98,"Hire a bike in NZ"
3583795,85,"Hire a bike in NZ"
3583796,71,"Hire a bike in NZ"
3583797,74,"Hire a bike in NZ"
3583750,76,"Hire a bike in NZ"
3583755,68,"Hire a bike in NZ"
3583686,72,"Hire a bike in NZ"
3583692,77,"Hire a bike in NZ"
3583700,104,"Hire a bike in NZ"
3583705,99,"Hire a bike in NZ"
3583724,75,"Hire a bike in NZ"
3583729,100,"Hire a bike in NZ"
3583612,84,"Hire a bike in NZ"
3583626,82,"Hire a bike in NZ"
3583576,64,"Hire a bike in NZ"
3583582,79,"Hire a bike in NZ"
3583635,85,"Hire a bike in NZ"
3583530,103,"Hire a bike in NZ"
3583669,91,"Hire a bike in NZ"
3583682,93,"Hire a bike in NZ"
3583440,82,"Hire a bike in NZ"
3583488,86,"Hire a bike in NZ"
3583489,85,"Hire a bike in NZ"
3583499,79,"Hire a bike in NZ"
3583537,75,"Hire a bike in NZ"
3583544,74,"Hire a bike in NZ"
3583551,78,"Hire a bike in NZ"
3583394,119,"Hire a bike in NZ"
3583341,126,"Hire a bike in NZ"
3583353,64,"Hire a bike in NZ"
3583355,65,"Hire a bike in NZ"
3583199,66,"Hire a bike in NZ"
3583215,89,"Hire a bike in NZ"
3583216,115,"Hire a bike in NZ"
3583224,78,"Hire a bike in NZ"
3583226,115,"Hire a bike in NZ"
3583236,59,"Hire a bike in NZ"
3583169,60,"Hire a bike in NZ"
3583174,70,"Hire a bike in NZ"
3583177,77,"Hire a bike in NZ"
3583178,95,"Hire a bike in NZ"
3583186,62,"Hire a bike in NZ"
3583107,89,"Hire a bike in NZ"
3583114,96,"Hire a bike in NZ"
3583073,59,"Hire a bike in NZ"
3583077,69,"Hire a bike in NZ"
3583081,85,"Hire a bike in NZ"
3583084,113,"Hire a bike in NZ"
3583098,65,"Hire a bike in NZ"
3582624,114,"Hire a bike in NZ"
3582677,86,"Hire a bike in NZ"
3582686,67,"Hire a bike in NZ"
3582703,102,"Hire a bike in NZ"
3582725,102,"Hire a bike in NZ"
3582755,59,"Hire a bike in NZ"
3583051,92,"Hire a bike in NZ"
3583061,71,"Hire a bike in NZ"
3583067,106,"Hire a bike in NZ"
3582498,85,"Hire a bike in NZ"
3582501,73,"Hire a bike in NZ"
3582510,67,"Hire a bike in NZ"
3582402,65,"Hire a bike in NZ"
3582377,68,"Hire a bike in NZ"
3582474,87,"Hire a bike in NZ"
3582532,100,"Hire a bike in NZ"
3582537,85,"Hire a bike in NZ"
3582580,62,"Hire a bike in NZ"
3582592,102,"Hire a bike in NZ"
3582408,70,"Hire a bike in NZ"
3582435,79,"Hire a bike in NZ"
3582436,72,"Hire a bike in NZ"
3582342,93,"Hire a bike in NZ"
3582349,85,"Hire a bike in NZ"
3582356,62,"Hire a bike in NZ"
3582371,96,"Hire a bike in NZ"
3582266,101,"Hire a bike in NZ"
3582272,102,"Hire a bike in NZ"
3582296,83,"Hire a bike in NZ"
3582334,68,"Hire a bike in NZ"
3582227,77,"Hire a bike in NZ"
3582173,79,"Hire a bike in NZ"
3582244,85,"Hire a bike in NZ"
3582208,89,"Hire a bike in NZ"
3582261,94,"Hire a bike in NZ"
3582132,59,"Hire a bike in NZ"
3582025,64,"Hire a bike in NZ"
3582078,107,"Hire a bike in NZ"
3582097,82,"Hire a bike in NZ"
3581938,115,"Hire a bike in NZ"
3582022,124,"Hire a bike in NZ"
3582044,71,"Hire a bike in NZ"
3582045,71,"Hire a bike in NZ"
3582047,98,"Hire a bike in NZ"
3582057,85,"Hire a bike in NZ"
3582059,97,"Hire a bike in NZ"
3581915,88,"Hire a bike in NZ"
3581249,66,"Hire a bike in NZ"
3581905,76,"Hire a bike in NZ"
3581996,83,"Hire a bike in NZ"
3582008,79,"Hire a bike in NZ"
3582010,86,"Hire a bike in NZ"
3581847,96,"Hire a bike in NZ"
3581850,68,"Hire a bike in NZ"
3581868,103,"Hire a bike in NZ"
3581871,69,"Hire a bike in NZ"
3581843,64,"Hire a bike in NZ"
3581879,82,"Hire a bike in NZ"
3581684,116,"Hire a bike in NZ"
3581659,97,"Hire a bike in NZ"
3581673,74,"Hire a bike in NZ"
3581678,67,"Hire a bike in NZ"
3581533,85,"Hire a bike in NZ"
3581543,91,"Hire a bike in NZ"
3581551,61,"Hire a bike in NZ"
3581576,114,"Hire a bike in NZ"
3581595,73,"Hire a bike in NZ"
3581607,107,"Hire a bike in NZ"
3581620,66,"Hire a bike in NZ"
3581631,107,"Hire a bike in NZ"
3581633,90,"Hire a bike in NZ"
3581641,83,"Hire a bike in NZ"
3581772,73,"Hire a bike in NZ"
3581778,111,"Hire a bike in NZ"
3581783,63,"Hire a bike in NZ"
3581788,89,"Hire a bike in NZ"
3581789,97,"Hire a bike in NZ"
3581793,77,"Hire a bike in NZ"
3581796,94,"Hire a bike in NZ"
3581799,92,"Hire a bike in NZ"
3581809,79,"Hire a bike in NZ"
3581697,71,"Hire a bike in NZ"
3581700,64,"Hire a bike in NZ"
3581708,62,"Hire a bike in NZ"
3581721,77,"Hire a bike in NZ"
3581759,85,"Hire a bike in NZ"
3581813,133,"Hire a bike in NZ"
3581431,60,"Hire a bike in NZ"
3581437,90,"Hire a bike in NZ"
3581440,109,"Hire a bike in NZ"
3581454,85,"Hire a bike in NZ"
3581468,88,"Hire a bike in NZ"
3581471,78,"Hire a bike in NZ"
3581269,94,"Hire a bike in NZ"
3581292,85,"Hire a bike in NZ"
3581407,91,"Hire a bike in NZ"
3581418,74,"Hire a bike in NZ"
3581424,70,"Hire a bike in NZ"
3581483,58,"Hire a bike in NZ"
3581490,92,"Hire a bike in NZ"
3581491,86,"Hire a bike in NZ"
3581205,65,"Hire a bike in NZ"
3581215,89,"Hire a bike in NZ"
3581091,76,"Hire a bike in NZ"
3581178,82,"Hire a bike in NZ"
3581183,92,"Hire a bike in NZ"
3581302,51,"Hire a bike in NZ"
3581309,69,"Hire a bike in NZ"
3581332,106,"Hire a bike in NZ"
3581337,94,"Hire a bike in NZ"
3581356,90,"Hire a bike in NZ"
3581378,66,"Hire a bike in NZ"
3581400,64,"Hire a bike in NZ"
3581143,78,"Hire a bike in NZ"
3581150,61,"Hire a bike in NZ"
3581158,76,"Hire a bike in NZ"
3581030,73,"Hire a bike in NZ"
3581052,63,"Hire a bike in NZ"
3581055,80,"Hire a bike in NZ"
3580963,72,"Hire a bike in NZ"
3580968,57,"Hire a bike in NZ"
3580984,62,"Hire a bike in NZ"
3580934,80,"Hire a bike in NZ"
3580999,68,"Hire a bike in NZ"
3580819,64,"Hire a bike in NZ"
3580827,75,"Hire a bike in NZ"
3580804,66,"Hire a bike in NZ"
3580814,68,"Hire a bike in NZ"
3580841,69,"Hire a bike in NZ"
3580850,93,"Hire a bike in NZ"
3580854,84,"Hire a bike in NZ"
3580857,82,"Hire a bike in NZ"
3580920,75,"Hire a bike in NZ"
3580724,77,"Hire a bike in NZ"
3580318,74,"Hire a bike in NZ"
3580764,66,"Hire a bike in NZ"
3580772,79,"Hire a bike in NZ"
3580446,63,"Hire a bike in NZ"
3580453,80,"Hire a bike in NZ"
3580585,86,"Hire a bike in NZ"
3580597,73,"Hire a bike in NZ"
3580601,78,"Hire a bike in NZ"
3580634,96,"Hire a bike in NZ"
3580656,91,"Hire a bike in NZ"
3580562,71,"Hire a bike in NZ"
3580539,109,"Hire a bike in NZ"
3580334,68,"Hire a bike in NZ"
3580478,96,"Hire a bike in NZ"
3580492,65,"Hire a bike in NZ"
3580497,79,"Hire a bike in NZ"
3580380,82,"Hire a bike in NZ"
3580384,86,"Hire a bike in NZ"
3580400,112,"Hire a bike in NZ"
3580405,94,"Hire a bike in NZ"
3580409,96,"Hire a bike in NZ"
3580414,123,"Hire a bike in NZ"
3580421,86,"Hire a bike in NZ"
3580425,75,"Hire a bike in NZ"
3580235,130,"Hire a bike in NZ"
3580245,75,"Hire a bike in NZ"
3580266,70,"Hire a bike in NZ"
3580267,89,"Hire a bike in NZ"
3580269,61,"Hire a bike in NZ"
3579591,71,"Hire a bike in NZ"
3580176,75,"Hire a bike in NZ"
3580185,84,"Hire a bike in NZ"
3580199,77,"Hire a bike in NZ"
3579579,79,"Hire a bike in NZ"
3579561,66,"Hire a bike in NZ"
3579445,85,"Hire a bike in NZ"
3579426,58,"Hire a bike in NZ"
3579365,65,"Hire a bike in NZ"
3579338,71,"Hire a bike in NZ"
3579348,60,"Hire a bike in NZ"
3579350,70,"Hire a bike in NZ"
3579318,66,"Hire a bike in NZ"
3579166,60,"Hire a bike in NZ"
3579228,63,"Hire a bike in NZ"
3579226,69,"Hire a bike in NZ"
3579225,67,"Hire a bike in NZ"
3579214,79,"Hire a bike in NZ"
3579182,75,"Hire a bike in NZ"
3579128,79,"Hire a bike in NZ"
3579033,56,"Hire a bike in NZ"
3578975,68,"Hire a bike in NZ"
3578910,58,"Hire a bike in NZ"
3578870,67,"Hire a bike in NZ"
3578846,82,"Hire a bike in NZ"
3578789,75,"Hire a bike in NZ"
3578719,66,"Hire a bike in NZ"
3578685,81,"Hire a bike in NZ"
3578322,87,"Hire a bike in NZ"
3578586,57,"Hire a bike in NZ"
3578606,81,"Hire a bike in NZ"
3578607,66,"Hire a bike in NZ"
3578484,64,"Hire a bike in NZ"
3578497,68,"Hire a bike in NZ"
3578522,65,"Hire a bike in NZ"
3578149,69,"Hire a bike in NZ"
3578103,62,"Hire a bike in NZ"
3578128,95,"Hire a bike in NZ"
3578217,64,"Hire a bike in NZ"
3578223,112,"Hire a bike in NZ"
3578233,57,"Hire a bike in NZ"
3578239,67,"Hire a bike in NZ"
3578276,129,"Hire a bike in NZ"
3578352,71,"Hire a bike in NZ"
3577826,60,"Hire a bike in NZ"
3577850,79,"Hire a bike in NZ"
3577870,99,"Hire a bike in NZ"
3577700,73,"Hire a bike in NZ"
3577701,102,"Hire a bike in NZ"
3577753,64,"Hire a bike in NZ"
3577784,88,"Hire a bike in NZ"
3577796,79,"Hire a bike in NZ"
3577797,77,"Hire a bike in NZ"
3577937,92,"Hire a bike in NZ"
3577958,106,"Hire a bike in NZ"
3577970,82,"Hire a bike in NZ"
3577906,72,"Hire a bike in NZ"
3577985,64,"Hire a bike in NZ"
3578015,117,"Hire a bike in NZ"
3578025,65,"Hire a bike in NZ"
3578026,67,"Hire a bike in NZ"
3578051,113,"Hire a bike in NZ"
3578058,65,"Hire a bike in NZ"
3578062,88,"Hire a bike in NZ"
3578063,77,"Hire a bike in NZ"
3559394,75,"Hire a bike in NZ"
3559410,94,"Hire a bike in NZ"
3559412,84,"Hire a bike in NZ"
3559420,70,"Hire a bike in NZ"
3559425,123,"Hire a bike in NZ"
3559431,62,"Hire a bike in NZ"
3559433,73,"Hire a bike in NZ"
3559363,93,"Hire a bike in NZ"
3559473,80,"Hire a bike in NZ"
3559478,58,"Hire a bike in NZ"
3559501,108,"Hire a bike in NZ"
3559502,78,"Hire a bike in NZ"
3559536,72,"Hire a bike in NZ"
3559547,98,"Hire a bike in NZ"
3559549,99,"Hire a bike in NZ"
3559563,66,"Hire a bike in NZ"
3559564,106,"Hire a bike in NZ"
3559571,105,"Hire a bike in NZ"
3559607,76,"Hire a bike in NZ"
3559679,96,"Hire a bike in NZ"
3559719,90,"Hire a bike in NZ"
3559720,93,"Hire a bike in NZ"
3559758,76,"Hire a bike in NZ"
3559759,100,"Hire a bike in NZ"
3559783,87,"Hire a bike in NZ"
3559648,63,"Hire a bike in NZ"
3559802,104,"Hire a bike in NZ"
3559852,57,"Hire a bike in NZ"
3559853,60,"Hire a bike in NZ"
3559871,77,"Hire a bike in NZ"
3559876,60,"Hire a bike in NZ"
3577297,89,"Hire a bike in NZ"
3559822,96,"Hire a bike in NZ"
3559838,59,"Hire a bike in NZ"
3577377,59,"Hire a bike in NZ"
3577437,90,"Hire a bike in NZ"
3577424,85,"Hire a bike in NZ"
3577574,79,"Hire a bike in NZ"
3577585,73,"Hire a bike in NZ"
3577619,85,"Hire a bike in NZ"
3577643,113,"Hire a bike in NZ"
3577671,117,"Hire a bike in NZ"
3577673,75,"Hire a bike in NZ"
3577678,77,"Hire a bike in NZ"
3559281,100,"Hire a bike in NZ"
3558438,64,"Hire a bike in NZ"
3559289,71,"Hire a bike in NZ"
3559297,84,"Hire a bike in NZ"
3559311,78,"Hire a bike in NZ"
3559312,73,"Hire a bike in NZ"
3559316,59,"Hire a bike in NZ"
3559322,67,"Hire a bike in NZ"
3559325,78,"Hire a bike in NZ"
3559342,90,"Hire a bike in NZ"
3559343,89,"Hire a bike in NZ"
3559344,101,"Hire a bike in NZ"
3559353,70,"Hire a bike in NZ"
3559356,113,"Hire a bike in NZ"
3559114,65,"Hire a bike in NZ"
3559118,57,"Hire a bike in NZ"
3559145,95,"Hire a bike in NZ"
3559149,89,"Hire a bike in NZ"
3559156,60,"Hire a bike in NZ"
3559180,78,"Hire a bike in NZ"
3559182,71,"Hire a bike in NZ"
3559193,60,"Hire a bike in NZ"
3559205,72,"Hire a bike in NZ"
3559208,69,"Hire a bike in NZ"
3559213,62,"Hire a bike in NZ"
3559222,82,"Hire a bike in NZ"
3559228,87,"Hire a bike in NZ"
3559234,52,"Hire a bike in NZ"
3559258,86,"Hire a bike in NZ"
3558995,64,"Hire a bike in NZ"
3558979,76,"Hire a bike in NZ"
3558984,73,"Hire a bike in NZ"
3558988,68,"Hire a bike in NZ"
3558989,78,"Hire a bike in NZ"
3558990,91,"Hire a bike in NZ"
3558906,61,"Hire a bike in NZ"
3558940,71,"Hire a bike in NZ"
3558959,75,"Hire a bike in NZ"
3558559,126,"Hire a bike in NZ"
3558562,80,"Hire a bike in NZ"
3558756,88,"Hire a bike in NZ"
3558789,70,"Hire a bike in NZ"
3558807,104,"Hire a bike in NZ"
3558851,95,"Hire a bike in NZ"
3558853,62,"Hire a bike in NZ"
3558883,102,"Hire a bike in NZ"
3558466,85,"Hire a bike in NZ"
3558471,73,"Hire a bike in NZ"
3558479,96,"Hire a bike in NZ"
3558489,79,"Hire a bike in NZ"
3558496,71,"Hire a bike in NZ"
3558500,97,"Hire a bike in NZ"
3558503,75,"Hire a bike in NZ"
3558508,91,"Hire a bike in NZ"
3558603,79,"Hire a bike in NZ"
3558604,93,"Hire a bike in NZ"
3558608,63,"Hire a bike in NZ"
3558618,68,"Hire a bike in NZ"
3558628,87,"Hire a bike in NZ"
3558629,69,"Hire a bike in NZ"
3558698,78,"Hire a bike in NZ"
3558704,99,"Hire a bike in NZ"
3558710,79,"Hire a bike in NZ"
3558721,94,"Hire a bike in NZ"
3558722,101,"Hire a bike in NZ"
3558730,87,"Hire a bike in NZ"
3558731,90,"Hire a bike in NZ"
3558738,80,"Hire a bike in NZ"
3558137,89,"Hire a bike in NZ"
3558139,77,"Hire a bike in NZ"
3558141,86,"Hire a bike in NZ"
3558189,86,"Hire a bike in NZ"
3558114,88,"Hire a bike in NZ"
3558124,96,"Hire a bike in NZ"
3558205,69,"Hire a bike in NZ"
3558208,82,"Hire a bike in NZ"
3558213,84,"Hire a bike in NZ"
3558238,93,"Hire a bike in NZ"
3558244,77,"Hire a bike in NZ"
3558254,106,"Hire a bike in NZ"
3558261,76,"Hire a bike in NZ"
3558264,87,"Hire a bike in NZ"
3558307,122,"Hire a bike in NZ"
3558316,85,"Hire a bike in NZ"
3558318,87,"Hire a bike in NZ"
3558350,82,"Hire a bike in NZ"
3558352,87,"Hire a bike in NZ"
3558356,100,"Hire a bike in NZ"
3558362,71,"Hire a bike in NZ"
3558368,72,"Hire a bike in NZ"
3558375,83,"Hire a bike in NZ"
3558333,89,"Hire a bike in NZ"
3558393,61,"Hire a bike in NZ"
3558410,100,"Hire a bike in NZ"
3558423,101,"Hire a bike in NZ"
3558426,92,"Hire a bike in NZ"
3558435,77,"Hire a bike in NZ"
3557574,73,"Hire a bike in NZ"
3557607,107,"Hire a bike in NZ"
3557608,72,"Hire a bike in NZ"
3557611,76,"Hire a bike in NZ"
3557613,73,"Hire a bike in NZ"
3557620,83,"Hire a bike in NZ"
3557621,105,"Hire a bike in NZ"
3557626,92,"Hire a bike in NZ"
3557637,104,"Hire a bike in NZ"
3557640,124,"Hire a bike in NZ"
3557667,85,"Hire a bike in NZ"
3557668,65,"Hire a bike in NZ"
3557595,81,"Hire a bike in NZ"
3557598,81,"Hire a bike in NZ"
3557682,75,"Hire a bike in NZ"
3630527,60,"Hire a bike in NZ"
3557719,86,"Hire a bike in NZ"
3557729,95,"Hire a bike in NZ"
3557734,68,"Hire a bike in NZ"
3557743,114,"Hire a bike in NZ"
3557744,85,"Hire a bike in NZ"
3557748,86,"Hire a bike in NZ"
3557749,88,"Hire a bike in NZ"
3557750,110,"Hire a bike in NZ"
3557771,63,"Hire a bike in NZ"
3557782,69,"Hire a bike in NZ"
3557783,75,"Hire a bike in NZ"
3557786,115,"Hire a bike in NZ"
3557803,73,"Hire a bike in NZ"
3557823,87,"Hire a bike in NZ"
3557827,79,"Hire a bike in NZ"
3557834,73,"Hire a bike in NZ"
3557890,87,"Hire a bike in NZ"
3557892,71,"Hire a bike in NZ"
3557893,93,"Hire a bike in NZ"
3557769,120,"Hire a bike in NZ"
3557914,72,"Hire a bike in NZ"
3557932,77,"Hire a bike in NZ"
3557941,112,"Hire a bike in NZ"
3557959,98,"Hire a bike in NZ"
3557967,85,"Hire a bike in NZ"
3557970,101,"Hire a bike in NZ"
3557981,88,"Hire a bike in NZ"
3558012,87,"Hire a bike in NZ"
3558023,90,"Hire a bike in NZ"
3558072,113,"Hire a bike in NZ"
3558086,61,"Hire a bike in NZ"
3558093,77,"Hire a bike in NZ"
3558097,86,"Hire a bike in NZ"
3557546,83,"Hire a bike in NZ"
3557551,102,"Hire a bike in NZ"
3557557,98,"Hire a bike in NZ"
3557562,86,"Hire a bike in NZ"
3557402,67,"Hire a bike in NZ"
3557426,95,"Hire a bike in NZ"
3630374,84,"Hire a bike in NZ"
3630415,94,"Hire a bike in NZ"
3557541,76,"Hire a bike in NZ"
